#: table_doi: 10.17182/hepdata.90640.v1/t23
#: name: Statistical covariance matrix
#: description: Figure 8, statistical covariance matrix for normalized differential cross sections (note, the figure in the paper is for the corresponding correlation matrix)
#: data_file: statcov_normdiffxsec_AllVars.yaml
#: keyword cmenergies: 13000.0
#: keyword reactions: P P --> TOP TOPBAR X
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GEV],13000
Bin,Bin,Statistical covariance for all normalized differential cross section bins
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,1.090912587e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,1.400721364e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-6.344688047e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,8.88208473e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-1.982924097e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-2.544829371e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,3.45759565e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,-5.989548147e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-7.404679054e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,9.96200667e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-4.144756897e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-2.242238668e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,8.731618023e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,-6.277133313e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-3.927338486e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,7.09992613e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-3.384833685e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-5.548732025e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,4.21639069e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,-4.137724078e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-3.354793384e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,5.399136109e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-1.568136135e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-2.43163316e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,1.226784569e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,-9.886323693e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-8.81106617e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,1.167835625e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-2.817178924e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-4.999303418e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,9.942964071e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,-8.898545012e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,-9.375608259e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,1.029044923e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-1.459329688e-06
$\cos\varphi$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-1.334969898e-06
$\cos\varphi$ bin 2,$\cos\theta_{2}^{r}$ bin 2,1.000305655e-06
$\cos\varphi$ bin 3,$\cos\theta_{2}^{r}$ bin 2,1.431033703e-06
$\cos\varphi$ bin 4,$\cos\theta_{2}^{r}$ bin 2,1.635019184e-06
$\cos\varphi$ bin 5,$\cos\theta_{2}^{r}$ bin 2,-2.142390568e-06
$\cos\varphi$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-5.889980752e-07
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-2.071071711e-07
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\theta_{2}^{r}$ bin 2,8.50609376e-07
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\theta_{2}^{r}$ bin 2,5.903967745e-07
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\theta_{2}^{r}$ bin 2,8.730776178e-08
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\theta_{2}^{r}$ bin 2,8.103033915e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-2.131510133e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\theta_{2}^{r}$ bin 2,-1.198900857e-06
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\theta_{2}^{r}$ bin 2,-7.690119757e-07
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\theta_{2}^{r}$ bin 2,7.368714664e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\theta_{2}^{r}$ bin 2,1.399995362e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\theta_{2}^{r}$ bin 2,1.526944012e-06
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\theta_{2}^{r}$ bin 2,-4.359021819e-07
$\cos\theta_{1}^{k}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,1.692766249e-07
$\cos\theta_{1}^{k}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,3.019035491e-07
$\cos\theta_{1}^{k}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-7.332187701e-08
$\cos\theta_{1}^{k}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,6.75584776e-07
$\cos\theta_{1}^{k}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,1.195342443e-06
$\cos\theta_{1}^{k}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-2.268785516e-06
$\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,8.223677067e-06
$\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-6.135342983e-06
$\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-2.25674005e-06
$\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-3.889082309e-06
$\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-1.020841574e-05
$\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,1.426590401e-05
$\cos\theta_{1}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.769239275e-06
$\cos\theta_{1}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,1.784996924e-06
$\cos\theta_{1}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,2.509282451e-08
$\cos\theta_{1}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-2.373239288e-07
$\cos\theta_{1}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,1.399425963e-07
$\cos\theta_{1}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,5.653085894e-08
$\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-3.162598285e-05
$\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-3.78166123e-06
$\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,7.25408924e-05
$\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-4.466371329e-06
$\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-3.899673552e-05
$\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,6.329858529e-06
$\cos\theta_{1}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,1.478597244e-06
$\cos\theta_{1}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-2.086108989e-07
$\cos\theta_{1}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-6.534006619e-07
$\cos\theta_{1}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-1.860377354e-06
$\cos\theta_{1}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,4.617608872e-08
$\cos\theta_{1}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,1.197615582e-06
$\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,7.103600698e-06
$\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-4.757425605e-06
$\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-1.609418972e-06
$\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-1.206254804e-06
$\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-5.341847698e-06
$\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,5.811346382e-06
$\cos\theta_{1}^{k*}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.223346349e-06
$\cos\theta_{1}^{k*}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,9.556870012e-07
$\cos\theta_{1}^{k*}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,1.118095667e-06
$\cos\theta_{1}^{k*}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-6.321271569e-07
$\cos\theta_{1}^{k*}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,8.076631163e-07
$\cos\theta_{1}^{k*}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-1.025972279e-06
$\cos\theta_{2}^{k*}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,1.197512543e-05
$\cos\theta_{2}^{k*}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-9.190650685e-06
$\cos\theta_{2}^{k*}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-3.156832311e-06
$\cos\theta_{2}^{k*}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-2.67142174e-06
$\cos\theta_{2}^{k*}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-7.255790087e-06
$\cos\theta_{2}^{k*}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,1.029956939e-05
$\cos\theta_{1}^{r*}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.934278639e-06
$\cos\theta_{1}^{r*}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,1.525378557e-06
$\cos\theta_{1}^{r*}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,1.673432735e-08
$\cos\theta_{1}^{r*}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-1.028926392e-07
$\cos\theta_{1}^{r*}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,1.856010249e-07
$\cos\theta_{1}^{r*}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,3.09457369e-07
$\cos\theta_{2}^{r*}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.180530716e-05
$\cos\theta_{2}^{r*}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-2.396361146e-05
$\cos\theta_{2}^{r*}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,3.956546573e-05
$\cos\theta_{2}^{r*}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,3.391579344e-05
$\cos\theta_{2}^{r*}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-2.687925423e-05
$\cos\theta_{2}^{r*}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-1.083308632e-05
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,2.836985831e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,2.376145781e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-4.147693354e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-5.081647432e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,2.248010222e-06
$\cos\theta_{1}^{k}\cos\theta_{2}^{k}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,1.768198951e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.689534062e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-1.685328917e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,1.774233701e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,1.648332093e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-1.461863843e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-1.06419628e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,2.709568648e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,1.966022091e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-3.847012068e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-2.968490212e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,9.921450107e-07
$\cos\theta_{1}^{n}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,1.14776653e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-4.752969857e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-3.6328145e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,1.093478782e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,6.076762367e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-6.894024051e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-1.731741784e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.477528959e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-7.520831333e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,1.951828923e-06
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,1.123404636e-05
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-5.814483628e-07
$\cos\theta_{1}^{r}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{r}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-3.606066624e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-4.548531182e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-5.195180805e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,8.217946817e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,1.108155106e-05
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-5.204386341e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}+\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-4.351399551e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-3.970295904e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-3.798673056e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,9.775658462e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,6.475364289e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-6.477248575e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{r}-\cos\theta_{1}^{r}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-2.004805216e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,9.07419575e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-4.22769958e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-5.264849458e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-5.552340278e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-3.202165765e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}+\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,9.172859331e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,7.19981854e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-2.969369584e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-4.010187198e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-3.667536045e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-4.337913991e-06
$\cos\theta_{1}^{n}\cos\theta_{2}^{k}-\cos\theta_{1}^{k}\cos\theta_{2}^{n}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,7.785188278e-06
$\cos\varphi$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.900396388e-06
$\cos\varphi$ bin 2,$\cos\theta_{2}^{r}$ bin 3,3.445359956e-07
$\cos\varphi$ bin 3,$\cos\theta_{2}^{r}$ bin 3,9.71500315e-07
$\cos\varphi$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-6.9246605e-07
$\cos\varphi$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-7.773914714e-07
$\cos\varphi$ bin 6,$\cos\theta_{2}^{r}$ bin 3,2.054217599e-06
$\cos\varphi_{\mathrm{lab}}$ bin 1,$\cos\theta_{2}^{r}$ bin 3,-1.235236697e-06
$\cos\varphi_{\mathrm{lab}}$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-8.894108234e-07
$\cos\varphi_{\mathrm{lab}}$ bin 3,$\cos\theta_{2}^{r}$ bin 3,-1.063518734e-06
$\cos\varphi_{\mathrm{lab}}$ bin 4,$\cos\theta_{2}^{r}$ bin 3,-2.570885497e-07
$\cos\varphi_{\mathrm{lab}}$ bin 5,$\cos\theta_{2}^{r}$ bin 3,1.063783656e-07
$\cos\varphi_{\mathrm{lab}}$ bin 6,$\cos\theta_{2}^{r}$ bin 3,3.338876438e-06
$|\Delta\phi_{\ell\ell}|$ bin 1,$\cos\theta_{2}^{r}$ bin 3,2.108384814e-07
$|\Delta\phi_{\ell\ell}|$ bin 2,$\cos\theta_{2}^{r}$ bin 3,-1.81337307e-07
$|\Delta\phi_{\ell\ell}|$ bin 3,$\cos\theta_{2}^{r}$ bin 3,4.092009364e-07
$|\Delta\phi_{\ell\ell}|$ bin 4,$\cos\theta_{2}^{r}$ bin 3,8.2105995e-07
$|\Delta\phi_{\ell\ell}|$ bin 5,$\cos\theta_{2}^{r}$ bin 3,-2.848788153e-07
$|\Delta\phi_{\ell\ell}|$ bin 6,$\cos\theta_{2}^{r}$ bin 3,-9.748832456e-07
$\cos\theta_{1}^{k}$ bin 1,$\cos\theta_{2}^{r}$ bin 4,8.109483064e-07
$\cos\theta_{1}^{k}$ bin 2,$\cos\theta_{2}^{r}$ bin 4,-1.726942297e-06
$\cos\theta_{1}^{k}$ bin 3,$\cos\theta_{2}^{r}$ bin 4,2.385564037e-07
$\cos\theta_{1}^{k}$ bin 4,$\cos\theta_{2}^{r}$ bin 4,2.246176594e-07
$\cos\theta_{1}^{k}$ bin 5,$\cos\theta_{2}^{r}$ bin 4,-1.116845368e-06
$\cos\theta_{1}^{k}$ bin 6,$\cos\theta_{2}^{r}$ bin 4,1.569665296e-06
$\cos\theta_{2}^{k}$ bin 1,$\cos\theta_{2}^{r}$ bin 4,9.579780656e-06
$\cos\theta_{2}^{k}$ bin 2,$\cos\theta_{2}^{r}$ bin 4,-7.106557927e-06
$\cos\theta_{2}^{k}$ bin 3,$\cos\theta_{2}^{r}$ bin 4,2.599532468e-06
